antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'weaptype1_txt_Explosives', 'region_txt_South America'})","frozenset({'attacktype1_txt_Bombing/Explosion', 'casualty_level_0_None'})",0.046133250952528064,0.2247181644772006,0.0357081561900839,0.7740221088435373,3.4444127409293954,1.0,0.025341176714665722,3.430786222294681,0.7439977835880972,0.15185702667194959,0.7085216229733049,0.46646203310245904
"frozenset({'attacktype1_txt_Armed Assault', 'casualty_level_1_Low_1_5'})","frozenset({'weaptype1_txt_Firearms', 'decade_2010s'})",0.13213783093301165,0.15288014083194806,0.06940582844197302,0.5252532749471184,3.435719460282926,1.0,0.04920457823970605,1.7843616700540526,0.8168810354649364,0.3219012963384126,0.43957549818378033,0.48962089606162085
"frozenset({'attacktype1_txt_Armed Assault', 'casualty_level_1_Low_1_5', 'success_Success'})","frozenset({'weaptype1_txt_Firearms', 'decade_2010s'})",0.12830810421171868,0.15288014083194806,0.06736592278760953,0.525032484904074,3.43427525672684,1.0,0.04775016174584171,1.7835322042960449,0.813151702302915,0.31505561288843015,0.4393148620522402,0.48283891621795416
"frozenset({'weaptype1_txt_Explosives', 'region_txt_South America', 'success_Success'})","frozenset({'attacktype1_txt_Bombing/Explosion', 'casualty_level_0_None'})",0.041602306662547626,0.2247181644772006,0.03207457424324894,0.770980669495521,3.4308782794180526,1.0,0.022725780252023625,3.3852244429106695,0.7392854227732677,0.13692694159514343,0.7045986117422146,0.4568565598988723
"frozenset({'attacktype1_txt_Bombing/Explosion', 'casualty_level_2_Medium_6_20'})","frozenset({'weaptype1_txt_Explosives', 'region_txt_Middle East & North Africa', 'success_Success'})",0.07786947545983691,0.15370885250403324,0.04041563077707656,0.5190176322418135,3.3766281107862333,1.0,0.02844640305905405,1.759505554102638,0.7632830172455849,0.2114200697722142,0.4316585147069866,0.39097694602583877
"frozenset({'attacktype1_txt_Bombing/Explosion', 'region_txt_South America'})","frozenset({'weaptype1_txt_Explosives', 'casualty_level_0_None'})",0.0457213469261662,0.23142631576366515,0.0357081561900839,0.7809952809952809,3.3747038594903835,1.0,0.025127033319208875,3.509393257502245,0.7373922706302782,0.14789690679773337,0.7150504584055267,0.4676456434640564
"frozenset({'attacktype1_txt_Bombing/Explosion', 'region_txt_Middle East & North Africa', 'casualty_level_2_Medium_6_20'})","frozenset({'weaptype1_txt_Explosives', 'decade_2010s', 'success_Success'})",0.04128847502341478,0.23279932918487134,0.03224129730153827,0.7808788598574823,3.3543003005707472,1.0,0.02262936801302099,3.501262681985575,0.732102632950179,0.1333130575831306,0.7143887531932059,0.45968640201931515
"frozenset({'success_Failed', 'weaptype1_txt_Explosives', 'decade_2010s'})","frozenset({'attacktype1_txt_Bombing/Explosion', 'casualty_level_0_None'})",0.046961962624613225,0.2247181644772006,0.0353698064541438,0.7531586091677979,3.351569780395797,1.0,0.02481660041289382,3.1408097033848774,0.7362060298137681,0.1496752505654583,0.6816107645992396,0.4552774519642642
"frozenset({'success_Failed', 'weaptype1_txt_Explosives', 'attacktype1_txt_Bombing/Explosion'})","frozenset({'casualty_level_0_None', 'decade_2010s'})",0.058294226968925764,0.18238521852979683,0.0353698064541438,0.6067462987886945,3.3267295654750026,1.0,0.024737801129390703,2.0791025715759948,0.74269957891517,0.17227543050944613,0.5190232489386114,0.40033771357136505
"frozenset({'attacktype1_txt_Bombing/Explosion', 'region_txt_South America', 'success_Success'})","frozenset({'weaptype1_txt_Explosives', 'casualty_level_0_None'})",0.04169057181105374,0.23142631576366515,0.03207457424324894,0.7693483886144437,3.3243772907836022,1.0,0.022426278806936262,3.332184326046568,0.7296096272041899,0.13306615672552688,0.6998965536860206,0.4539717893914469
"frozenset({'targtype1_txt_Private Citizens & Property', 'attacktype1_txt_Bombing/Explosion'})","frozenset({'weaptype1_txt_Explosives', 'region_txt_Middle East & North Africa', 'success_Success'})",0.11059132745879734,0.15370885250403324,0.056332779224345486,0.5093779098124418,3.3139139451911266,1.0,0.03933391318375597,1.724934862130731,0.7850631941385525,0.27087312253896395,0.420267963762558,0.43793402604767434
"frozenset({'weaptype1_txt_Explosives', 'success_Failed'})","frozenset({'attacktype1_txt_Bombing/Explosion', 'casualty_level_0_None'})",0.06985696142322648,0.2247181644772006,0.051821449411810855,0.7418222658991999,3.301122842583842,1.0,0.03612332126482879,3.0028996815817846,0.7494253471386295,0.21347338652661346,0.6669885423967118,0.4862143384834555
"frozenset({'region_txt_Western Europe', 'weaptype1_txt_Explosives'})","frozenset({'attacktype1_txt_Bombing/Explosion', 'casualty_level_0_None'})",0.04312733228395879,0.2247181644772006,0.03198630909474283,0.7416714042069357,3.300451505255081,1.0,0.022294814145093295,3.001146013830554,0.728426231986753,0.13561612507536538,0.6667939529127954,0.4420055364805818
"frozenset({'attacktype1_txt_Bombing/Explosion', 'success_Failed'})","frozenset({'decade_2010s', 'casualty_level_0_None'})",0.058902275769745646,0.18238521852979683,0.03540413178967396,0.601065601065601,3.2955828652715247,1.0,0.02466122735150654,2.0494968186602835,0.7401606884621902,0.17196208259896154,0.5120753587440645,0.39759146590893646
"frozenset({'region_txt_Western Europe', 'attacktype1_txt_Bombing/Explosion'})","frozenset({'weaptype1_txt_Explosives', 'casualty_level_0_None'})",0.04233784956676523,0.23142631576366515,0.03198630909474283,0.7555015056752374,3.264544497380164,1.0,0.022188216552150065,3.1434700093304193,0.7243457945161023,0.1322962722589543,0.6818802161204628,0.446857649754665
"frozenset({'targtype1_txt_Private Citizens & Property', 'weaptype1_txt_Explosives', 'region_txt_Middle East & North Africa'})","frozenset({'attacktype1_txt_Bombing/Explosion', 'decade_2010s', 'success_Success'})",0.060540084636470176,0.21843172445582085,0.04299983818056107,0.710270532966143,3.251682120514502,1.0,0.029775963094715543,2.697579516317707,0.7370903777939292,0.1822243464527659,0.6292973037676992,0.45356382187649386
