decade,region_txt,country_txt,attacktype1_txt,targtype1_txt,weaptype1_txt,casualty_level,support,total_killed,total_wounded,total_casualties,avg_casualties_per_event,cuboid_level
2010s,ALL,United States,ALL,ALL,Incendiary,0_None,105,0.0,0.0,0.0,0.0,4
1980s,ALL,ALL,Assassination,Violent Political Party,ALL,1_Low_1_5,105,129.0,32.0,161.0,1.5333333333333334,4
1980s,ALL,ALL,Bombing/Explosion,Private Citizens & Property,ALL,3_High_21_100,105,1005.0,3327.0,4332.0,41.25714285714286,4
2000s,ALL,ALL,Bombing/Explosion,Telecommunication,ALL,0_None,105,0.0,0.0,0.0,0.0,4
1990s,ALL,ALL,Unknown,ALL,Unknown,3_High_21_100,105,2292.0,1590.0,3882.0,36.97142857142857,4
1990s,ALL,ALL,ALL,Military,Firearms,3_High_21_100,105,3120.0,1078.0,4198.0,39.98095238095238,4
2010s,ALL,ALL,ALL,Educational Institution,Explosives,2_Medium_6_20,105,259.0,841.0,1100.0,10.476190476190476,4
ALL,South America,Colombia,Unknown,Police,ALL,ALL,105,189.0,197.0,386.0,3.676190476190476,4
ALL,South Asia,Nepal,Bombing/Explosion,Private Citizens & Property,ALL,ALL,105,40.0,268.0,308.0,2.933333333333333,4
ALL,Western Europe,Germany,Facility/Infrastructure Attack,Private Citizens & Property,ALL,ALL,105,4.0,59.0,63.0,0.6,4
ALL,Sub-Saharan Africa,South Africa,Facility/Infrastructure Attack,ALL,Incendiary,ALL,105,29.0,68.0,97.0,0.9238095238095239,4
ALL,Sub-Saharan Africa,South Africa,Armed Assault,ALL,ALL,2_Medium_6_20,105,586.0,375.0,961.0,9.152380952380952,4
ALL,Middle East & North Africa,Egypt,ALL,Private Citizens & Property,Explosives,ALL,105,134.0,401.0,535.0,5.095238095238095,4
ALL,Middle East & North Africa,Libya,ALL,Business,Explosives,ALL,105,67.0,166.0,233.0,2.219047619047619,4
ALL,Middle East & North Africa,Yemen,ALL,Private Citizens & Property,Unknown,ALL,105,112.0,209.0,321.0,3.057142857142857,4
ALL,South America,Colombia,ALL,Journalists & Media,Firearms,ALL,105,47.0,20.0,67.0,0.638095238095238,4
ALL,Middle East & North Africa,ALL,Hostage Taking (Kidnapping),Business,Firearms,ALL,105,85.0,19.0,104.0,0.9904761904761905,4
ALL,South America,ALL,Bombing/Explosion,Telecommunication,Explosives,ALL,105,9.0,39.0,48.0,0.45714285714285713,4
ALL,South America,ALL,Assassination,Government (General),ALL,0_None,105,0.0,0.0,0.0,0.0,4
ALL,South Asia,ALL,Armed Assault,Transportation,ALL,1_Low_1_5,105,142.0,135.0,277.0,2.638095238095238,4
ALL,Middle East & North Africa,ALL,Hostage Taking (Kidnapping),ALL,Melee,1_Low_1_5,105,179.0,32.0,211.0,2.0095238095238095,4
ALL,Sub-Saharan Africa,ALL,Assassination,ALL,Explosives,0_None,105,0.0,0.0,0.0,0.0,4
ALL,Sub-Saharan Africa,ALL,Facility/Infrastructure Attack,ALL,Incendiary,1_Low_1_5,105,164.0,49.0,213.0,2.0285714285714285,4
ALL,Southeast Asia,ALL,ALL,Private Citizens & Property,Firearms,2_Medium_6_20,105,582.0,436.0,1018.0,9.695238095238095,4
ALL,Sub-Saharan Africa,ALL,ALL,Government (Diplomatic),Firearms,0_None,105,0.0,0.0,0.0,0.0,4
ALL,Sub-Saharan Africa,ALL,ALL,Police,Firearms,0_None,105,0.0,0.0,0.0,0.0,4
ALL,ALL,Colombia,Unknown,Police,Unknown,ALL,105,189.0,197.0,386.0,3.676190476190476,4
ALL,ALL,Peru,Bombing/Explosion,Military,Explosives,ALL,105,337.0,153.0,490.0,4.666666666666667,4
ALL,ALL,Chile,Bombing/Explosion,Religious Figures/Institutions,ALL,0_None,105,0.0,0.0,0.0,0.0,4
ALL,ALL,Colombia,Bombing/Explosion,Business,ALL,1_Low_1_5,105,50.0,208.0,258.0,2.4571428571428573,4
ALL,ALL,Colombia,Bombing/Explosion,Police,ALL,2_Medium_6_20,105,390.0,646.0,1036.0,9.866666666666667,4
ALL,ALL,United Kingdom,Armed Assault,Military,ALL,1_Low_1_5,105,109.0,35.0,144.0,1.3714285714285714,4
ALL,ALL,United States,Bombing/Explosion,Private Citizens & Property,ALL,0_None,105,0.0,0.0,0.0,0.0,4
ALL,ALL,Yemen,Bombing/Explosion,Military,ALL,2_Medium_6_20,105,566.0,554.0,1120.0,10.666666666666666,4
ALL,ALL,Philippines,Hostage Taking (Kidnapping),ALL,Firearms,1_Low_1_5,105,151.0,45.0,196.0,1.8666666666666667,4
ALL,ALL,Afghanistan,ALL,Private Citizens & Property,Explosives,0_None,105,0.0,0.0,0.0,0.0,4
ALL,ALL,Afghanistan,ALL,Private Citizens & Property,Unknown,1_Low_1_5,105,154.0,57.0,211.0,2.0095238095238095,4
ALL,ALL,Colombia,ALL,Business,Explosives,1_Low_1_5,105,51.0,204.0,255.0,2.4285714285714284,4
ALL,ALL,Colombia,ALL,Military,Explosives,1_Low_1_5,105,137.0,188.0,325.0,3.0952380952380953,4
ALL,ALL,Italy,ALL,Government (General),Explosives,0_None,105,0.0,0.0,0.0,0.0,4
ALL,ALL,Libya,ALL,Military,Explosives,1_Low_1_5,105,144.0,75.0,219.0,2.085714285714286,4
ALL,ALL,Pakistan,ALL,Police,Firearms,0_None,105,0.0,0.0,0.0,0.0,4
ALL,ALL,Peru,ALL,Police,Explosives,0_None,105,0.0,0.0,0.0,0.0,4
ALL,ALL,Somalia,ALL,Government (General),Explosives,0_None,105,0.0,0.0,0.0,0.0,4
ALL,ALL,Yemen,ALL,Police,Firearms,1_Low_1_5,105,124.0,79.0,203.0,1.9333333333333333,4
ALL,ALL,ALL,Facility/Infrastructure Attack,Government (General),Unknown,0_None,105,0.0,0.0,0.0,0.0,4
ALL,ALL,ALL,Hostage Taking (Kidnapping),Educational Institution,Firearms,0_None,105,0.0,0.0,0.0,0.0,4
2010s,Eastern Europe,Ukraine,Facility/Infrastructure Attack,ALL,ALL,ALL,104,4.0,18.0,22.0,0.21153846153846154,4
2010s,Middle East & North Africa,Turkey,Facility/Infrastructure Attack,ALL,ALL,ALL,104,4.0,10.0,14.0,0.1346153846153846,4
1970s,South America,Argentina,ALL,ALL,Firearms,ALL,104,242.0,32.0,274.0,2.6346153846153846,4
1990s,South America,Argentina,ALL,ALL,Explosives,ALL,104,115.0,462.0,577.0,5.548076923076923,4
2000s,Middle East & North Africa,Lebanon,ALL,ALL,Explosives,ALL,104,179.0,431.0,610.0,5.865384615384615,4
2010s,Middle East & North Africa,ALL,Facility/Infrastructure Attack,Business,ALL,ALL,104,81.0,7.0,88.0,0.8461538461538461,4
1980s,South Asia,ALL,Unknown,ALL,Unknown,ALL,104,602.0,342.0,944.0,9.076923076923077,4
2010s,South America,ALL,Facility/Infrastructure Attack,ALL,Incendiary,ALL,104,0.0,3.0,3.0,0.028846153846153848,4
1980s,South America,ALL,ALL,Police,Unknown,ALL,104,221.0,100.0,321.0,3.0865384615384617,4
1970s,ALL,United Kingdom,Bombing/Explosion,Private Citizens & Property,ALL,ALL,104,142.0,214.0,356.0,3.423076923076923,4
1980s,ALL,India,Assassination,Government (General),ALL,ALL,104,157.0,20.0,177.0,1.7019230769230769,4
1980s,ALL,Chile,Armed Assault,ALL,Firearms,ALL,104,60.0,45.0,105.0,1.0096153846153846,4
2010s,ALL,United States,Facility/Infrastructure Attack,ALL,Incendiary,ALL,104,15.0,152.0,167.0,1.6057692307692308,4
1990s,ALL,United Kingdom,Bombing/Explosion,ALL,ALL,1_Low_1_5,104,38.0,174.0,212.0,2.0384615384615383,4
2000s,ALL,India,Facility/Infrastructure Attack,ALL,ALL,0_None,104,0.0,0.0,0.0,0.0,4
2000s,ALL,Philippines,Bombing/Explosion,ALL,ALL,1_Low_1_5,104,37.0,227.0,264.0,2.5384615384615383,4
1990s,ALL,Peru,ALL,Government (General),Firearms,ALL,104,158.0,16.0,174.0,1.6730769230769231,4
1990s,ALL,United Kingdom,ALL,Business,Explosives,ALL,104,18.0,238.0,256.0,2.4615384615384617,4
2000s,ALL,Pakistan,ALL,Military,Explosives,ALL,104,405.0,699.0,1104.0,10.615384615384615,4
2010s,ALL,Nigeria,ALL,Religious Figures/Institutions,Explosives,ALL,104,785.0,1283.0,2068.0,19.884615384615383,4
2010s,ALL,West Bank and Gaza Strip,ALL,Military,Melee,ALL,104,75.0,69.0,144.0,1.3846153846153846,4
1970s,ALL,Argentina,ALL,Business,ALL,0_None,104,0.0,0.0,0.0,0.0,4
1980s,ALL,Colombia,ALL,Private Citizens & Property,ALL,2_Medium_6_20,104,722.0,163.0,885.0,8.509615384615385,4
2010s,ALL,Nigeria,ALL,Utilities,ALL,0_None,104,0.0,0.0,0.0,0.0,4
1990s,ALL,Colombia,ALL,ALL,Explosives,2_Medium_6_20,104,394.0,643.0,1037.0,9.971153846153847,4
2000s,ALL,ALL,Hostage Taking (Kidnapping),Government (General),Unknown,ALL,104,38.0,0.0,38.0,0.36538461538461536,4
1990s,ALL,ALL,ALL,Government (Diplomatic),Firearms,1_Low_1_5,104,101.0,86.0,187.0,1.7980769230769231,4
1990s,ALL,ALL,ALL,Government (General),Explosives,2_Medium_6_20,104,300.0,722.0,1022.0,9.826923076923077,4
2000s,ALL,ALL,ALL,Telecommunication,Explosives,0_None,104,0.0,0.0,0.0,0.0,4
ALL,Sub-Saharan Africa,Nigeria,Unknown,ALL,Unknown,ALL,104,745.0,51.0,796.0,7.653846153846154,4
ALL,Eastern Europe,Ukraine,Facility/Infrastructure Attack,ALL,ALL,0_None,104,0.0,0.0,0.0,0.0,4
ALL,Middle East & North Africa,Lebanon,ALL,Government (General),Explosives,ALL,104,302.0,1147.0,1449.0,13.932692307692308,4
ALL,Sub-Saharan Africa,Sudan,ALL,Private Citizens & Property,Unknown,ALL,104,289.0,331.0,620.0,5.961538461538462,4
ALL,Middle East & North Africa,Syria,ALL,Military,ALL,3_High_21_100,104,3156.0,964.0,4120.0,39.61538461538461,4
ALL,South Asia,India,ALL,Government (General),ALL,2_Medium_6_20,104,469.0,575.0,1044.0,10.038461538461538,4
ALL,Western Europe,Spain,ALL,Government (General),ALL,1_Low_1_5,104,73.0,76.0,149.0,1.4326923076923077,4
ALL,Middle East & North Africa,Israel,ALL,ALL,Explosives,2_Medium_6_20,104,181.0,892.0,1073.0,10.317307692307692,4
ALL,Southeast Asia,Thailand,ALL,ALL,Firearms,0_None,104,0.0,0.0,0.0,0.0,4
ALL,Southeast Asia,ALL,Unknown,Private Citizens & Property,Unknown,ALL,104,392.0,109.0,501.0,4.8173076923076925,4
ALL,South Asia,ALL,Assassination,Business,ALL,1_Low_1_5,104,120.0,23.0,143.0,1.375,4
ALL,South Asia,ALL,Assassination,Terrorists/Non-State Militia,ALL,1_Low_1_5,104,141.0,68.0,209.0,2.0096153846153846,4
ALL,South Asia,ALL,Unknown,Private Citizens & Property,ALL,0_None,104,0.0,0.0,0.0,0.0,4
ALL,Sub-Saharan Africa,ALL,Armed Assault,Military,ALL,3_High_21_100,104,3151.0,971.0,4122.0,39.63461538461539,4
ALL,South Asia,ALL,Facility/Infrastructure Attack,ALL,Incendiary,1_Low_1_5,104,67.0,138.0,205.0,1.9711538461538463,4
ALL,North America,ALL,ALL,Government (Diplomatic),Explosives,0_None,104,0.0,0.0,0.0,0.0,4
ALL,ALL,Colombia,Facility/Infrastructure Attack,Transportation,Incendiary,ALL,104,5.0,4.0,9.0,0.08653846153846154,4
ALL,ALL,Nepal,Bombing/Explosion,Private Citizens & Property,Explosives,ALL,104,40.0,267.0,307.0,2.951923076923077,4
ALL,ALL,South Africa,Armed Assault,Private Citizens & Property,Firearms,ALL,104,443.0,131.0,574.0,5.519230769230769,4
ALL,ALL,Italy,Bombing/Explosion,Government (General),ALL,0_None,104,0.0,0.0,0.0,0.0,4
ALL,ALL,Somalia,Bombing/Explosion,Government (General),ALL,1_Low_1_5,104,126.0,158.0,284.0,2.730769230769231,4
ALL,ALL,Ukraine,Bombing/Explosion,Private Citizens & Property,ALL,0_None,104,0.0,0.0,0.0,0.0,4
ALL,ALL,Yemen,Assassination,Government (General),ALL,1_Low_1_5,104,114.0,50.0,164.0,1.5769230769230769,4
ALL,ALL,Egypt,ALL,Military,Explosives,0_None,104,0.0,0.0,0.0,0.0,4
ALL,ALL,Pakistan,ALL,Private Citizens & Property,Unknown,0_None,104,0.0,0.0,0.0,0.0,4
ALL,ALL,Thailand,ALL,Business,Firearms,1_Low_1_5,104,108.0,91.0,199.0,1.9134615384615385,4
ALL,ALL,ALL,Armed Assault,Religious Figures/Institutions,Firearms,2_Medium_6_20,104,647.0,460.0,1107.0,10.64423076923077,4
ALL,ALL,ALL,Hostage Taking (Kidnapping),NGO,Unknown,0_None,104,0.0,0.0,0.0,0.0,4
1990s,Sub-Saharan Africa,Burundi,Armed Assault,ALL,ALL,ALL,103,1789.0,674.0,2463.0,23.9126213592233,4
1980s,Middle East & North Africa,Lebanon,ALL,Government (General),ALL,ALL,103,250.0,874.0,1124.0,10.912621359223301,4
1980s,Central America & Caribbean,Honduras,ALL,ALL,Explosives,ALL,103,21.0,68.0,89.0,0.8640776699029126,4
1990s,South Asia,Bangladesh,ALL,ALL,Unknown,ALL,103,39.0,1630.0,1669.0,16.203883495145632,4
1970s,Middle East & North Africa,Israel,ALL,ALL,ALL,0_None,103,0.0,0.0,0.0,0.0,4
2000s,Sub-Saharan Africa,Somalia,ALL,ALL,ALL,2_Medium_6_20,103,477.0,586.0,1063.0,10.320388349514563,4
2010s,Sub-Saharan Africa,Central African Republic,ALL,ALL,ALL,1_Low_1_5,103,159.0,82.0,241.0,2.3398058252427183,4
1980s,South America,ALL,Hostage Taking (Barricade Incident),Journalists & Media,ALL,ALL,103,0.0,3.0,3.0,0.02912621359223301,4
1990s,Eastern Europe,ALL,Bombing/Explosion,Private Citizens & Property,ALL,ALL,103,389.0,860.0,1249.0,12.12621359223301,4
1990s,South America,ALL,Bombing/Explosion,Transportation,ALL,ALL,103,62.0,27.0,89.0,0.8640776699029126,4
1980s,Middle East & North Africa,ALL,Assassination,ALL,Unknown,ALL,103,118.0,60.0,178.0,1.7281553398058251,4
2010s,Sub-Saharan Africa,ALL,Facility/Infrastructure Attack,ALL,ALL,1_Low_1_5,103,165.0,51.0,216.0,2.0970873786407767,4
1990s,Eastern Europe,ALL,ALL,Government (General),Explosives,ALL,103,31.0,109.0,140.0,1.3592233009708738,4
1990s,Eastern Europe,ALL,ALL,Private Citizens & Property,Explosives,ALL,103,390.0,860.0,1250.0,12.135922330097088,4
1990s,Western Europe,ALL,ALL,Private Citizens & Property,Incendiary,ALL,103,7.0,35.0,42.0,0.4077669902912621,4
2000s,Sub-Saharan Africa,ALL,ALL,Government (General),Firearms,ALL,103,293.0,1083.0,1376.0,13.359223300970873,4
1980s,Central America & Caribbean,ALL,ALL,Telecommunication,ALL,0_None,103,0.0,0.0,0.0,0.0,4
1980s,Middle East & North Africa,ALL,ALL,Government (General),ALL,0_None,103,0.0,0.0,0.0,0.0,4
1980s,Sub-Saharan Africa,ALL,ALL,Business,ALL,0_None,103,0.0,0.0,0.0,0.0,4
1990s,Eastern Europe,ALL,ALL,Government (General),ALL,0_None,103,0.0,0.0,0.0,0.0,4
2010s,South Asia,ALL,ALL,Journalists & Media,ALL,0_None,103,0.0,0.0,0.0,0.0,4
2010s,South America,ALL,ALL,ALL,Firearms,0_None,103,0.0,0.0,0.0,0.0,4
1970s,ALL,Spain,Bombing/Explosion,Business,ALL,ALL,103,22.0,144.0,166.0,1.6116504854368932,4
1990s,ALL,United Kingdom,Bombing/Explosion,Business,ALL,ALL,103,18.0,233.0,251.0,2.436893203883495,4
2010s,ALL,Israel,Bombing/Explosion,Unknown,ALL,ALL,103,0.0,1.0,1.0,0.009708737864077669,4
2010s,ALL,Libya,Bombing/Explosion,Business,ALL,ALL,103,56.0,156.0,212.0,2.058252427184466,4
2010s,ALL,United Kingdom,Facility/Infrastructure Attack,Private Citizens & Property,ALL,ALL,103,0.0,9.0,9.0,0.08737864077669903,4
1970s,ALL,Colombia,Bombing/Explosion,ALL,Explosives,ALL,103,25.0,32.0,57.0,0.5533980582524272,4
1980s,ALL,Colombia,Hostage Taking (Kidnapping),ALL,Firearms,ALL,103,62.0,34.0,96.0,0.9320388349514563,4
1980s,ALL,Sri Lanka,Bombing/Explosion,ALL,ALL,1_Low_1_5,103,181.0,162.0,343.0,3.3300970873786406,4
2010s,ALL,Afghanistan,Assassination,ALL,ALL,2_Medium_6_20,103,359.0,588.0,947.0,9.194174757281553,4
2010s,ALL,Greece,Bombing/Explosion,ALL,ALL,0_None,103,0.0,0.0,0.0,0.0,4
2010s,ALL,India,Armed Assault,ALL,ALL,2_Medium_6_20,103,380.0,541.0,921.0,8.941747572815533,4
2010s,ALL,Libya,Hostage Taking (Kidnapping),ALL,ALL,1_Low_1_5,103,133.0,46.0,179.0,1.7378640776699028,4
1970s,ALL,Spain,ALL,Business,Explosives,ALL,103,22.0,144.0,166.0,1.6116504854368932,4
1990s,ALL,Sri Lanka,ALL,Private Citizens & Property,Firearms,ALL,103,1244.0,79.0,1323.0,12.844660194174757,4
2000s,ALL,Russia,ALL,Police,Explosives,ALL,103,126.0,295.0,421.0,4.087378640776699,4
2010s,ALL,Israel,ALL,Unknown,Explosives,ALL,103,0.0,1.0,1.0,0.009708737864077669,4
1980s,ALL,Peru,ALL,Military,ALL,2_Medium_6_20,103,1191.0,124.0,1315.0,12.766990291262136,4
2010s,ALL,Iraq,ALL,Religious Figures/Institutions,ALL,2_Medium_6_20,103,277.0,916.0,1193.0,11.58252427184466,4
2010s,ALL,Israel,ALL,Unknown,ALL,0_None,103,0.0,0.0,0.0,0.0,4
2010s,ALL,Yemen,ALL,Private Citizens & Property,ALL,2_Medium_6_20,103,417.0,573.0,990.0,9.611650485436893,4
1980s,ALL,Sri Lanka,ALL,ALL,Incendiary,0_None,103,0.0,0.0,0.0,0.0,4
1970s,ALL,ALL,Bombing/Explosion,Journalists & Media,Explosives,ALL,103,4.0,80.0,84.0,0.8155339805825242,4
1990s,ALL,ALL,Armed Assault,Business,Incendiary,ALL,103,20.0,31.0,51.0,0.49514563106796117,4
1990s,ALL,ALL,Unknown,Private Citizens & Property,ALL,0_None,103,0.0,0.0,0.0,0.0,4
ALL,Middle East & North Africa,Libya,Bombing/Explosion,Business,ALL,ALL,103,56.0,156.0,212.0,2.058252427184466,4
ALL,Middle East & North Africa,Turkey,Armed Assault,Business,ALL,ALL,103,181.0,240.0,421.0,4.087378640776699,4
ALL,Sub-Saharan Africa,Nigeria,Bombing/Explosion,Unknown,ALL,ALL,103,115.0,22.0,137.0,1.3300970873786409,4
ALL,Eastern Europe,Bosnia-Herzegovina,Bombing/Explosion,ALL,Explosives,ALL,103,51.0,92.0,143.0,1.3883495145631068,4
ALL,Western Europe,Portugal,Bombing/Explosion,ALL,Explosives,ALL,103,16.0,61.0,77.0,0.7475728155339806,4
ALL,Middle East & North Africa,Egypt,Armed Assault,ALL,ALL,2_Medium_6_20,103,445.0,507.0,952.0,9.242718446601941,4
ALL,Middle East & North Africa,Israel,Bombing/Explosion,ALL,ALL,2_Medium_6_20,103,169.0,911.0,1080.0,10.485436893203884,4
ALL,Middle East & North Africa,Libya,Hostage Taking (Kidnapping),ALL,ALL,1_Low_1_5,103,133.0,46.0,179.0,1.7378640776699028,4
ALL,South Asia,Afghanistan,Hostage Taking (Kidnapping),ALL,ALL,2_Medium_6_20,103,699.0,244.0,943.0,9.155339805825243,4
ALL,Sub-Saharan Africa,Democratic Republic of the Congo,Armed Assault,ALL,ALL,2_Medium_6_20,103,862.0,244.0,1106.0,10.737864077669903,4
ALL,Middle East & North Africa,Israel,ALL,Private Citizens & Property,Firearms,ALL,103,191.0,284.0,475.0,4.611650485436893,4
ALL,Sub-Saharan Africa,Nigeria,ALL,Unknown,Explosives,ALL,103,115.0,22.0,137.0,1.3300970873786409,4
ALL,Middle East & North Africa,Algeria,ALL,Private Citizens & Property,ALL,3_High_21_100,103,2552.0,1386.0,3938.0,38.23300970873787,4
ALL,Middle East & North Africa,Iraq,ALL,ALL,Incendiary,0_None,103,0.0,0.0,0.0,0.0,4
ALL,Middle East & North Africa,ALL,Assassination,Terrorists/Non-State Militia,Explosives,ALL,103,140.0,296.0,436.0,4.233009708737864,4
ALL,North America,ALL,Armed Assault,Police,Firearms,ALL,103,171.0,169.0,340.0,3.3009708737864076,4
ALL,Central America & Caribbean,ALL,Armed Assault,Private Citizens & Property,ALL,2_Medium_6_20,103,964.0,182.0,1146.0,11.12621359223301,4
ALL,Middle East & North Africa,ALL,Facility/Infrastructure Attack,Government (General),ALL,0_None,103,0.0,0.0,0.0,0.0,4
ALL,North America,ALL,Bombing/Explosion,Military,ALL,0_None,103,0.0,0.0,0.0,0.0,4
ALL,Western Europe,ALL,Bombing/Explosion,ALL,Incendiary,0_None,103,0.0,0.0,0.0,0.0,4
ALL,Central America & Caribbean,ALL,ALL,Transportation,Incendiary,0_None,103,0.0,0.0,0.0,0.0,4
ALL,Eastern Europe,ALL,ALL,Military,Firearms,1_Low_1_5,103,99.0,120.0,219.0,2.1262135922330097,4
ALL,South America,ALL,ALL,Military,Explosives,2_Medium_6_20,103,612.0,501.0,1113.0,10.805825242718447,4
ALL,South Asia,ALL,ALL,Military,Unknown,0_None,103,0.0,0.0,0.0,0.0,4
ALL,South Asia,ALL,ALL,Unknown,Explosives,2_Medium_6_20,103,444.0,475.0,919.0,8.922330097087379,4
ALL,Southeast Asia,ALL,ALL,Government (General),Incendiary,0_None,103,0.0,0.0,0.0,0.0,4
ALL,ALL,Egypt,Assassination,Police,Firearms,ALL,103,115.0,59.0,174.0,1.6893203883495145,4
ALL,ALL,Libya,Bombing/Explosion,Business,Explosives,ALL,103,56.0,156.0,212.0,2.058252427184466,4
ALL,ALL,Nigeria,Bombing/Explosion,Unknown,Explosives,ALL,103,115.0,22.0,137.0,1.3300970873786409,4
ALL,ALL,Turkey,Assassination,Government (General),ALL,1_Low_1_5,103,118.0,40.0,158.0,1.5339805825242718,4
ALL,ALL,United Kingdom,Bombing/Explosion,Business,ALL,1_Low_1_5,103,99.0,93.0,192.0,1.8640776699029127,4
ALL,ALL,West Bank and Gaza Strip,Bombing/Explosion,Private Citizens & Property,ALL,0_None,103,0.0,0.0,0.0,0.0,4
ALL,ALL,West Bank and Gaza Strip,ALL,Private Citizens & Property,Explosives,0_None,103,0.0,0.0,0.0,0.0,4
1980s,South America,Colombia,Unknown,ALL,ALL,ALL,102,337.0,90.0,427.0,4.186274509803922,4
1980s,South Asia,Sri Lanka,Facility/Infrastructure Attack,ALL,ALL,ALL,102,22.0,18.0,40.0,0.39215686274509803,4
1980s,South America,Argentina,ALL,Government (General),ALL,ALL,102,1.0,34.0,35.0,0.3431372549019608,4
1980s,Western Europe,United Kingdom,ALL,Government (General),ALL,ALL,102,40.0,162.0,202.0,1.9803921568627452,4
2000s,South America,Colombia,ALL,Utilities,ALL,ALL,102,12.0,9.0,21.0,0.20588235294117646,4
1990s,Middle East & North Africa,Israel,ALL,ALL,Explosives,ALL,102,172.0,1143.0,1315.0,12.892156862745098,4
2000s,Middle East & North Africa,Turkey,ALL,ALL,ALL,0_None,102,0.0,0.0,0.0,0.0,4
1970s,Western Europe,ALL,Assassination,Government (General),ALL,ALL,102,76.0,31.0,107.0,1.0490196078431373,4
1980s,South America,ALL,Assassination,Business,ALL,ALL,102,149.0,17.0,166.0,1.6274509803921569,4
1980s,South America,ALL,Bombing/Explosion,Journalists & Media,ALL,ALL,102,4.0,39.0,43.0,0.4215686274509804,4
2010s,Sub-Saharan Africa,ALL,Facility/Infrastructure Attack,ALL,Firearms,ALL,102,63.0,46.0,109.0,1.0686274509803921,4
1970s,Central America & Caribbean,ALL,Armed Assault,ALL,ALL,0_None,102,0.0,0.0,0.0,0.0,4
1980s,Sub-Saharan Africa,ALL,Bombing/Explosion,ALL,ALL,2_Medium_6_20,102,320.0,836.0,1156.0,11.333333333333334,4
1990s,North America,ALL,Bombing/Explosion,ALL,ALL,0_None,102,0.0,0.0,0.0,0.0,4
1970s,Western Europe,ALL,ALL,Government (General),Firearms,ALL,102,64.0,50.0,114.0,1.1176470588235294,4
1990s,Southeast Asia,ALL,ALL,Private Citizens & Property,Explosives,ALL,102,328.0,847.0,1175.0,11.519607843137255,4
1990s,Sub-Saharan Africa,ALL,ALL,Transportation,Firearms,ALL,102,443.0,554.0,997.0,9.77450980392157,4
2000s,Eastern Europe,ALL,ALL,Military,Explosives,ALL,102,424.0,548.0,972.0,9.529411764705882,4
1990s,Southeast Asia,ALL,ALL,Police,ALL,1_Low_1_5,102,171.0,64.0,235.0,2.303921568627451,4
2000s,Eastern Europe,ALL,ALL,Government (General),ALL,0_None,102,0.0,0.0,0.0,0.0,4
2000s,Middle East & North Africa,ALL,ALL,Terrorists/Non-State Militia,ALL,1_Low_1_5,102,149.0,105.0,254.0,2.4901960784313726,4
2000s,South America,ALL,ALL,Utilities,ALL,0_None,102,0.0,0.0,0.0,0.0,4
1990s,Sub-Saharan Africa,ALL,ALL,ALL,Explosives,2_Medium_6_20,102,379.0,789.0,1168.0,11.450980392156863,4
2010s,Western Europe,ALL,ALL,ALL,Firearms,1_Low_1_5,102,51.0,102.0,153.0,1.5,4
1990s,ALL,Colombia,Assassination,Police,ALL,ALL,102,122.0,3.0,125.0,1.2254901960784315,4
1990s,ALL,Turkey,Bombing/Explosion,Government (General),ALL,ALL,102,30.0,110.0,140.0,1.3725490196078431,4
2000s,ALL,Pakistan,Bombing/Explosion,Military,ALL,ALL,102,389.0,692.0,1081.0,10.598039215686274,4
2000s,ALL,Russia,Bombing/Explosion,Police,ALL,ALL,102,136.0,304.0,440.0,4.313725490196078,4
2010s,ALL,Iraq,Assassination,Terrorists/Non-State Militia,ALL,ALL,102,166.0,193.0,359.0,3.519607843137255,4
1980s,ALL,Colombia,Unknown,ALL,Unknown,ALL,102,337.0,90.0,427.0,4.186274509803922,4
1990s,ALL,El Salvador,Armed Assault,ALL,ALL,0_None,102,0.0,0.0,0.0,0.0,4
2010s,ALL,Israel,Bombing/Explosion,ALL,ALL,1_Low_1_5,102,34.0,170.0,204.0,2.0,4
2010s,ALL,Philippines,Armed Assault,ALL,ALL,2_Medium_6_20,102,363.0,522.0,885.0,8.676470588235293,4
1990s,ALL,India,ALL,Government (General),Explosives,ALL,102,125.0,447.0,572.0,5.607843137254902,4
2000s,ALL,Sri Lanka,ALL,Military,Explosives,ALL,102,583.0,1008.0,1591.0,15.598039215686274,4
2010s,ALL,Iraq,ALL,Business,Firearms,ALL,102,250.0,136.0,386.0,3.784313725490196,4
2010s,ALL,Somalia,ALL,Police,Explosives,ALL,102,212.0,285.0,497.0,4.872549019607843,4
1970s,ALL,United Kingdom,ALL,Business,ALL,0_None,102,0.0,0.0,0.0,0.0,4
1980s,ALL,Spain,ALL,Business,ALL,1_Low_1_5,102,70.0,78.0,148.0,1.4509803921568627,4
2010s,ALL,Germany,ALL,ALL,Incendiary,0_None,102,0.0,0.0,0.0,0.0,4
2010s,ALL,Ukraine,ALL,ALL,Unknown,0_None,102,0.0,0.0,0.0,0.0,4
2000s,ALL,ALL,Armed Assault,Government (General),ALL,0_None,102,0.0,0.0,0.0,0.0,4
1970s,ALL,ALL,Hostage Taking (Barricade Incident),ALL,Firearms,0_None,102,0.0,0.0,0.0,0.0,4
1970s,ALL,ALL,ALL,Educational Institution,Explosives,0_None,102,0.0,0.0,0.0,0.0,4
2010s,ALL,ALL,ALL,NGO,Firearms,0_None,102,0.0,0.0,0.0,0.0,4
ALL,South Asia,India,Assassination,ALL,Explosives,ALL,102,157.0,401.0,558.0,5.470588235294118,4
